"","X","WEIGHT","pid","orientation","CaseId","Trump","Biden","Exxon","Patagonia","Power","Sierra","Colgate","MSC","experiment","estimate","Estimate","political","candidate","organization","company","pol","sourceOrient"
"176",176,1.74234927,"Republican","Pro-development",575,1,0,0,0,0,0,1,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"177",177,1.43808214,NA,"Pro-environment",580,0,0,0,0,0,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"178",178,1.46984483,NA,"Pro-environment",581,1,1,1,0,0,1,1,0,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"179",179,1.58162396,NA,"Pro-environment",587,1,0,0,1,0,1,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"180",180,0.41901074,"Republican","Pro-development",588,0,0,1,1,0,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"181",181,0.82825449,NA,"Pro-environment",591,0,0,1,0,1,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"182",182,1.4994293,NA,"Pro-environment",594,1,0,1,1,0,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"183",183,1.22629656,NA,"Pro-environment",598,0,0,0,0,0,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"184",184,1.01673556,"Republican","Pro-environment",599,1,1,1,1,1,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"185",185,0.16823033,NA,"Pro-environment",604,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"186",186,1.39949959,NA,"Pro-environment",606,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"187",187,0.21914099,"Republican","Pro-development",608,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"188",188,1.34997285,"Democrat","Pro-environment",611,1,1,0,0,1,0,1,0,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"189",189,0.41812431,"Republican","Pro-environment",614,0,1,0,0,1,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"190",190,0.65007152,"Republican","Pro-development",617,1,0,1,0,0,0,1,0,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"191",191,0.37347598,"Democrat","Pro-environment",623,1,1,1,1,0,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"192",192,1.2646488,NA,"Pro-development",626,1,0,1,1,1,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"193",193,0.7432342,"Republican","Pro-development",632,1,0,1,1,1,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"194",194,0.44342453,NA,"Pro-environment",640,0,0,0,1,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"195",195,1.76143635,NA,"Pro-environment",646,0,1,1,0,0,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"196",196,1.55639758,NA,"Pro-environment",651,1,0,0,0,0,1,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"197",197,0.53224776,"Republican","Pro-development",657,1,0,1,0,1,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"198",198,1.07792897,NA,"Pro-development",658,0,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"199",199,1.00165622,NA,"Pro-environment",659,1,0,1,1,1,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"200",200,0.16717718,"Democrat","Pro-environment",663,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"201",201,0.67968088,NA,"Pro-environment",668,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"202",202,0.70575071,NA,"Pro-environment",669,1,0,0,0,0,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"203",203,0.28886524,"Republican","Pro-environment",672,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"204",204,1.05672691,NA,"Pro-environment",675,1,1,1,0,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"205",205,1.33631764,NA,"Pro-environment",676,1,0,0,0,0,1,1,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"206",206,1.26460442,"Republican","Pro-development",678,1,0,1,0,1,0,1,1,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"207",207,1.20464308,"Republican","Pro-development",685,0,0,1,1,1,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"208",208,0.28562302,NA,"Pro-development",693,0,1,1,1,0,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"209",209,0.34668224,"Republican","Pro-development",694,1,1,0,0,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"210",210,0.2106826,NA,"Pro-development",697,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"211",211,0.7238821,NA,"Pro-environment",702,1,0,1,0,0,1,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"212",212,0.44314484,"Republican","Pro-development",712,0,0,0,1,0,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"213",213,2.08221517,NA,NA,714,0,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"214",214,2.43157961,NA,"Pro-environment",715,0,0,0,1,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"215",215,0.40198233,"Republican","Pro-environment",716,0,1,1,1,0,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"216",216,0.49923346,NA,"Pro-environment",717,0,0,1,1,1,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"217",217,1.07312358,"Republican","Pro-environment",719,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"218",218,1.210485,"Republican","Pro-environment",721,0,1,0,1,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"219",219,0.76792596,NA,"Pro-environment",722,0,1,0,1,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"220",220,0.25726912,NA,"Pro-environment",728,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"221",221,1.44510146,NA,"Pro-development",729,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"222",222,0.75373291,"Democrat","Pro-environment",730,1,1,0,0,0,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"223",223,1.03919748,"Republican","Pro-development",732,1,1,0,0,0,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"224",224,2.27805148,"Republican","Pro-development",737,0,1,1,0,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"225",225,2.02152581,"Republican","Pro-development",741,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"226",226,1.16967215,"Republican","Pro-development",742,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"227",227,0.09884842,"Democrat","Pro-environment",743,1,1,1,0,0,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"228",228,0.31517865,"Democrat","Pro-environment",746,1,1,1,1,0,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"229",229,1.18016937,"Democrat","Pro-development",750,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"230",230,1.33081249,NA,"Pro-environment",754,0,1,0,0,1,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"231",231,0.42332982,NA,"Pro-development",761,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"232",232,0.50608113,"Republican","Pro-development",763,1,0,1,0,1,1,1,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"233",233,0.74241098,NA,"Pro-environment",764,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"234",234,0.8087749,"Republican","Pro-development",768,1,0,0,1,1,1,0,0,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"235",235,0.75668873,NA,"Pro-environment",769,1,0,0,1,1,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"236",236,0.63328971,"Republican","Pro-environment",770,1,1,1,0,1,1,1,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"237",237,0.66287122,NA,"Pro-environment",776,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"238",238,0.41503186,NA,"Pro-environment",777,0,1,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"239",239,1.52176264,"Republican","Pro-environment",779,0,0,0,1,0,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"240",240,0.17938421,"Republican","Pro-development",783,0,1,0,0,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"241",241,1.51608544,"Republican","Pro-environment",784,0,0,0,0,0,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"242",242,0.29907031,"Democrat","Pro-development",785,1,1,0,0,1,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"243",243,3.16889568,"Republican","Pro-environment",788,0,1,1,1,0,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"244",244,0.84483298,"Republican","Pro-environment",795,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"245",245,0.26141491,"Republican","Pro-environment",798,1,1,1,1,0,1,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"246",246,0.72369167,NA,"Pro-development",800,0,1,1,1,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"247",247,4.86421182,"Democrat","Pro-development",802,0,0,1,1,1,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"248",248,1.07887442,NA,"Pro-development",803,1,1,1,1,0,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"249",249,1.09344107,"Republican","Pro-development",804,1,1,0,1,1,1,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"250",250,0.94453328,"Republican","Pro-development",808,0,0,1,0,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"251",251,0.26978359,"Republican","Pro-development",809,0,1,0,0,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"252",252,0.48692672,NA,"Pro-environment",810,1,0,0,1,1,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"253",253,0.8199178,NA,"Pro-environment",811,0,0,0,0,0,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"254",254,0.25510091,"Democrat","Pro-environment",813,0,1,1,1,0,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"255",255,0.91528941,"Republican","Pro-development",814,1,1,0,1,1,1,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"256",256,0.33737095,NA,"Pro-environment",821,1,1,1,1,0,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"257",257,3.47929397,"Democrat","Pro-environment",824,0,0,0,1,1,1,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"258",258,0.35613258,NA,"Pro-development",825,1,0,1,1,0,1,0,1,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"259",259,0.43847952,NA,"Pro-environment",827,1,1,1,0,0,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"260",260,0.5558759,NA,"Pro-environment",832,1,1,1,0,0,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"261",261,1.99364511,"Republican","Pro-development",833,1,1,0,1,0,0,1,0,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"262",262,1.03756388,NA,"Pro-environment",835,1,0,1,0,0,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"263",263,2.08251489,NA,"Pro-development",836,1,0,0,0,1,1,1,1,"POLADSTRUMP1S4",1,0,NA,NA,NA,NA,NA,NA
"264",264,1.42025564,"Democrat","Pro-environment",841,0,1,1,1,0,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"265",265,2.05999525,NA,"Pro-environment",842,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"266",266,0.5365697,NA,"Pro-environment",845,1,1,0,1,0,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"267",267,0.14945535,NA,"Pro-environment",849,1,0,0,1,1,1,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"268",268,0.86625039,"Republican","Pro-development",850,1,1,0,1,0,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"269",269,1.53057641,"Republican","Pro-environment",852,0,0,1,0,1,1,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"270",270,1.26144089,NA,"Pro-environment",858,0,1,0,1,0,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"271",271,0.17597619,"Republican","Pro-development",860,0,1,1,1,1,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"272",272,2.64616548,"Republican","Pro-environment",869,0,0,1,1,0,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"273",273,0.24187981,"Republican","Pro-environment",875,0,1,1,0,0,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"274",274,2.88786432,NA,"Pro-environment",888,1,0,1,1,1,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"275",275,0.94292233,NA,"Pro-development",892,0,1,0,0,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"276",276,1.68793597,"Democrat","Pro-environment",893,1,1,0,1,0,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"277",277,2.53458315,"Republican","Pro-development",894,1,1,1,1,1,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"278",278,0.36827287,"Republican","Pro-development",895,1,0,1,0,0,1,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"279",279,0.88278225,"Republican","Pro-development",902,0,0,1,0,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"280",280,1.39432461,"Republican","Pro-development",904,1,1,0,0,1,1,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"281",281,1.41997637,"Republican","Pro-environment",909,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"282",282,0.69982759,NA,"Pro-development",915,1,0,1,1,1,1,1,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"283",283,0.4009561,"Republican","Pro-environment",916,1,0,0,0,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"284",284,0.5031081,NA,"Pro-environment",917,0,0,0,0,1,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"285",285,3.01386195,"Republican","Pro-development",920,1,1,0,1,1,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"286",286,0.8907812,"Republican","Pro-environment",922,0,1,0,1,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"287",287,1.42030541,"Republican","Pro-development",930,0,1,0,0,1,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"288",288,0.92873546,NA,"Pro-environment",933,0,0,0,0,0,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"289",289,0.22363537,NA,"Pro-environment",942,0,1,1,1,0,1,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"290",290,0.64307957,NA,"Pro-environment",954,1,1,1,1,0,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"291",291,0.96542246,"Republican","Pro-environment",956,0,1,0,0,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"292",292,0.93466129,NA,"Pro-environment",963,1,0,0,1,0,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"293",293,0.25300964,"Republican","Pro-development",964,0,0,1,0,0,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"294",294,1.96716143,"Republican","Pro-environment",965,1,0,1,1,1,0,1,0,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"295",295,0.06718165,"Democrat","Pro-environment",966,1,1,0,1,0,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"296",296,1.39099018,NA,"Pro-environment",968,0,0,0,1,0,1,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"297",297,0.83971516,NA,"Pro-development",969,1,0,0,0,0,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"298",298,0.43370602,NA,"Pro-environment",971,1,1,0,1,1,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"299",299,0.8179501,NA,"Pro-development",975,1,0,1,1,0,1,1,1,"POLADSTRUMP1S4",1,0,NA,NA,NA,NA,NA,NA
"300",300,0.70044857,NA,"Pro-environment",976,0,0,1,1,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"301",301,0.32911155,"Republican","Pro-environment",978,1,1,1,1,0,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"302",302,0.62785787,NA,"Pro-environment",982,0,0,1,0,1,1,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"303",303,0.12057719,NA,"Pro-environment",983,1,0,0,1,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"304",304,0.13829174,"Republican","Pro-development",984,1,0,1,0,0,0,0,1,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"305",305,0.23938985,NA,NA,985,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"306",306,0.26273505,"Republican","Pro-development",987,1,0,0,0,0,1,1,0,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"307",307,0.12878892,NA,"Pro-environment",988,0,1,1,0,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"308",308,1.41032227,NA,NA,989,NA,1,1,0,0,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"309",309,0.88453656,"Republican","Pro-development",991,1,0,0,0,0,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"310",310,3.23914131,NA,"Pro-environment",992,1,1,0,0,0,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"311",311,0.3520936,"Republican","Pro-development",993,0,0,1,1,0,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"312",312,0.20947285,NA,"Pro-environment",994,1,0,0,1,1,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"313",313,0.49918375,NA,"Pro-environment",998,1,0,1,1,0,1,1,0,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"314",314,2.07393048,NA,"Pro-environment",1006,1,1,0,1,0,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"315",315,0.69755149,"Democrat","Pro-environment",1008,1,0,0,1,1,1,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"316",316,1.21000826,NA,"Pro-development",1009,0,1,1,0,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"317",317,0.92311023,NA,"Pro-environment",1014,0,0,0,1,1,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"318",318,0.89229834,NA,"Pro-environment",1020,0,1,1,1,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"319",319,0.03688482,"Democrat","Pro-development",1021,1,1,0,1,1,0,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"320",320,0.82623549,NA,"Pro-environment",1022,1,0,0,1,1,0,0,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"321",321,0.12537331,"Republican","Pro-development",1023,0,1,0,1,1,1,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"322",322,1.56138253,"Democrat","Pro-environment",1024,1,0,0,1,1,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"323",323,0.35128515,NA,"Pro-environment",1025,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"324",324,0.34079463,NA,"Pro-environment",1028,1,0,0,1,1,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"325",325,0.67909382,NA,"Pro-environment",1035,1,1,0,0,1,1,1,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"326",326,1.19326918,"Republican","Pro-development",1036,0,1,0,0,0,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"327",327,2.09751666,"Republican","Pro-development",1037,1,1,0,1,1,0,1,0,"POLADSTRUMP1S4",2,0,NA,NA,NA,NA,NA,NA
"328",328,0.11991212,NA,"Pro-environment",1039,0,0,0,0,0,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"329",329,0.29121269,NA,"Pro-environment",1045,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"330",330,1.35772615,"Republican","Pro-development",1048,0,1,0,0,0,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"331",331,0.46474767,"Republican","Pro-development",1049,0,0,0,1,1,0,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"332",332,1.30469312,"Republican","Pro-development",1051,1,1,0,1,0,0,0,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"333",333,0.19953866,NA,"Pro-development",1059,0,0,0,0,0,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"334",334,1.0192167,NA,"Pro-environment",1060,1,1,1,0,0,1,1,1,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"335",335,0.83372291,"Republican","Pro-environment",1065,0,0,0,1,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"336",336,0.48421211,"Republican","Pro-environment",1066,0,1,1,0,0,0,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"337",337,0.37656819,"Republican","Pro-development",1069,0,0,0,1,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"338",338,1.30339416,NA,"Pro-environment",1071,1,1,0,1,1,1,1,0,"POLADSTRUMP1S4",4,1,NA,NA,NA,NA,NA,NA
"339",339,0.06573207,NA,"Pro-environment",1072,0,0,0,0,1,1,1,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"340",340,1.28010545,"Democrat","Pro-environment",1074,0,1,0,1,1,1,1,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"341",341,2.03249436,"Democrat","Pro-development",1078,0,0,0,1,1,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"342",342,0.25444852,NA,"Pro-development",1082,0,0,0,0,1,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"343",343,0.50132938,"Republican","Pro-development",1086,1,0,1,0,1,0,1,1,"POLADSTRUMP1S4",3,0,NA,NA,NA,NA,NA,NA
"344",344,0.72223611,"Republican","Pro-environment",1088,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"345",345,1.6017285,"Republican","Pro-environment",1093,0,1,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"346",346,0.25295239,NA,"Pro-environment",1094,1,0,0,0,1,0,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"347",347,0.38086284,NA,"Pro-environment",1097,0,0,1,1,0,0,0,0,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"348",348,2.48670379,NA,"Pro-development",1099,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"349",349,0.21501503,NA,"Pro-development",1103,1,0,0,1,0,1,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"350",350,0.34655146,"Republican","Pro-development",1106,0,0,1,1,1,1,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"351",351,0.39410173,NA,"Pro-environment",1107,0,1,1,0,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
"352",352,0.31118118,"Republican","Pro-development",1111,1,1,1,0,0,0,1,1,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"353",353,0.55663307,"Democrat","Pro-environment",1112,1,0,1,0,1,1,0,0,"POLADSTRUMP1S4",5,1,NA,NA,NA,NA,NA,NA
"354",354,0.32612549,"Democrat","Pro-development",1113,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA,NA,NA,NA,NA,NA,NA,NA
